driver,kart,tires,glider,weight,acceleration,on road traction,off road traction,mini-turbo,ground speed,water speed,anti-gravity speed,air speed,ground handling,water handling,anti-gravity handling,air handling,speed+MT,Pareto Optimal?
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,12,5,7,7,9,16,14,11,14,10,9,8,8,25,false
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,6,7,7,10,15,14,12,13,10,9,8,9,25,false
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,5,8,6,9,16,13,12,14,10,10,7,8,25,false
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,6,8,6,10,15,13,12,13,10,10,7,9,25,false
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,8,10,7,8,13,13,13,12,14,11,10,11,10,26,true
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,7,11,7,8,14,12,13,13,13,11,10,11,11,26,true
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,9,10,8,7,13,13,12,13,14,11,11,10,10,26,true
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,8,11,8,7,14,12,12,13,13,11,11,10,11,26,true
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,11,8,9,11,10,15,15,12,13,9,8,9,10,25,false
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,9,9,11,11,14,15,13,12,9,8,9,11,25,false
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,8,10,10,10,15,14,13,13,9,9,8,10,25,false
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,9,10,10,11,14,14,13,12,9,9,8,11,25,false
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,9,9,8,11,13,13,12,11,16,10,8,9,11,26,true
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,10,8,11,14,12,12,12,15,10,8,9,12,26,true
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,9,9,10,13,13,11,12,16,10,9,8,11,26,true
Mario/Ludwig/Mii (medium),Prancer/Sport Bike/Jet Bike,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,10,9,10,14,12,11,12,15,10,9,8,12,26,true
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,9,14,8,12,15,10,12,11,13,13,11,13,12,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,15,8,12,16,9,12,12,12,13,11,13,13,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,14,9,11,15,10,11,12,13,13,12,12,12,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,15,9,11,16,9,11,12,12,13,12,12,13,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,11,12,9,14,14,10,11,11,11,10,9,10,10,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,13,9,14,15,9,11,12,10,10,9,10,11,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,12,10,13,14,10,10,12,11,10,10,9,10,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,13,10,13,15,9,10,12,10,10,10,9,11,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,7,16,6,11,17,8,12,9,13,14,12,14,13,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,6,17,6,11,18,7,12,10,12,14,12,14,14,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,8,16,7,10,17,8,11,10,13,14,13,13,13,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,7,17,7,10,18,7,11,10,12,14,13,13,14,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,9,12,10,8,14,11,11,13,12,14,12,13,13,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,13,10,8,15,10,11,14,11,14,12,13,14,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,12,11,7,14,11,10,14,12,14,13,12,13,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,13,11,7,15,10,10,14,11,14,13,12,14,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,10,11,10,7,12,12,9,13,10,12,8,12,10,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,12,10,7,13,11,9,14,9,12,8,12,11,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,11,11,6,12,12,8,14,10,12,9,11,10,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,12,11,6,13,11,8,14,9,12,9,11,11,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,11,10,7,9,12,12,12,10,12,12,10,11,9,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,11,7,9,13,11,12,11,11,12,10,11,10,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,10,8,8,12,12,11,11,12,12,11,10,9,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,11,8,8,13,11,11,11,11,12,11,10,10,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,7,15,7,10,16,9,11,11,12,13,11,14,11,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,6,16,7,10,17,8,11,12,11,13,11,14,12,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,8,15,8,9,16,9,10,12,12,13,12,13,11,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,7,16,8,9,17,8,10,12,11,13,12,13,12,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,10,13,9,13,13,11,13,11,11,11,9,12,11,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,14,9,13,14,10,13,12,10,11,9,12,12,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,13,10,12,13,11,12,12,11,11,10,11,11,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,14,10,12,14,10,12,12,10,11,10,11,12,24,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,8,14,8,13,16,9,10,10,14,12,9,12,12,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,7,15,8,13,17,8,10,11,13,12,9,12,13,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,9,14,9,12,16,9,9,11,14,12,10,11,12,25,false
Mario/Ludwig/Mii (medium),Biddybuggy/Mr. Scooty,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,8,15,9,12,17,8,9,11,13,12,10,11,13,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,9,13,7,14,14,11,16,9,14,12,12,10,11,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,14,7,14,15,10,16,10,13,12,12,10,12,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,13,8,13,14,11,15,10,14,12,13,9,11,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,14,8,13,15,10,15,10,13,12,13,9,12,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,11,11,8,16,13,11,15,9,12,9,10,7,9,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,12,8,16,14,10,15,10,11,9,10,7,10,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,11,9,15,13,11,14,10,12,9,11,6,9,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,12,9,15,14,10,14,10,11,9,11,6,10,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,7,15,5,13,16,9,16,7,14,13,13,11,12,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,6,16,5,13,17,8,16,8,13,13,13,11,13,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,8,15,6,12,16,9,15,8,14,13,14,10,12,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,7,16,6,12,17,8,15,8,13,13,14,10,13,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,9,11,9,10,13,12,15,11,13,13,13,10,12,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,12,9,10,14,11,15,12,12,13,13,10,13,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,11,10,9,13,12,14,12,13,13,14,9,12,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,12,10,9,14,11,14,12,12,13,14,9,13,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,10,10,9,9,11,13,13,11,11,11,9,9,9,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,11,9,9,12,12,13,12,10,11,9,9,10,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,10,10,8,11,13,12,12,11,11,10,8,9,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,11,10,8,12,12,12,12,10,11,10,8,10,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,11,9,6,11,11,13,16,8,13,11,11,8,8,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,10,6,11,12,12,16,9,12,11,11,8,9,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,9,7,10,11,13,15,9,13,11,12,7,8,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,10,7,10,12,12,15,9,12,11,12,7,9,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,7,14,6,12,15,10,15,9,13,12,12,11,10,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,6,15,6,12,16,9,15,10,12,12,12,11,11,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,8,14,7,11,15,10,14,10,13,12,13,10,10,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,7,15,7,11,16,9,14,10,12,12,13,10,11,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,10,12,8,15,12,12,17,9,12,10,10,9,10,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,13,8,15,13,11,17,10,11,10,10,9,11,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,12,9,14,12,12,16,10,12,10,11,8,10,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,13,9,14,13,11,16,10,11,10,11,8,11,24,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,8,13,7,15,15,10,14,8,15,11,10,9,11,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,7,14,7,15,16,9,14,9,14,11,10,9,12,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,9,13,8,14,15,10,13,9,15,11,11,8,11,25,false
Mario/Ludwig/Mii (medium),Landship/Streetle,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,8,14,8,14,16,9,13,9,14,11,11,8,12,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,11,9,8,8,12,14,13,12,15,11,9,11,10,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,10,8,8,13,13,13,13,14,11,9,11,11,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,9,9,7,12,14,12,13,15,11,10,10,10,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,10,9,7,13,13,12,13,14,11,10,10,11,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,13,7,9,10,11,14,12,12,13,8,7,8,8,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,8,9,10,12,13,12,13,12,8,7,8,9,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,7,10,9,11,14,11,13,13,8,8,7,8,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,8,10,9,12,13,11,13,12,8,8,7,9,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,9,11,6,7,14,12,13,10,15,12,10,12,11,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,12,6,7,15,11,13,11,14,12,10,12,12,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,11,7,6,14,12,12,11,15,12,11,11,11,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,12,7,6,15,11,12,11,14,12,11,11,12,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,11,7,10,4,11,15,12,14,14,12,10,11,11,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,8,10,4,12,14,12,15,13,12,10,11,12,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,7,11,3,11,15,11,15,14,12,11,10,11,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,8,11,3,12,14,11,15,13,12,11,10,12,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,12,6,10,3,9,16,10,14,12,10,6,10,8,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,7,10,3,10,15,10,15,11,10,6,10,9,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,6,11,2,9,16,9,15,12,10,7,9,8,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,7,11,2,10,15,9,15,11,10,7,9,9,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,13,5,7,5,9,16,13,11,14,10,8,9,7,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,6,7,5,10,15,13,12,13,10,8,9,8,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,5,8,4,9,16,12,12,14,10,9,8,7,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,6,8,4,10,15,12,12,13,10,9,8,8,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,9,10,7,6,13,13,12,12,14,11,9,12,9,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,11,7,6,14,12,12,13,13,11,9,12,10,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,10,8,5,13,13,11,13,14,11,10,11,9,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,11,8,5,14,12,11,13,13,11,10,11,10,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,12,8,9,9,10,15,14,12,13,9,7,10,9,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,9,9,9,11,14,14,13,12,9,7,10,10,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,8,10,8,10,15,13,13,13,9,8,9,9,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,9,10,8,11,14,13,13,12,9,8,9,10,25,false
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,10,9,8,9,13,13,11,11,16,10,7,10,10,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,10,8,9,14,12,11,12,15,10,7,10,11,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,9,9,8,13,13,10,12,16,10,8,9,10,26,true
Mario/Ludwig/Mii (medium),Sneeker/Gold Standard/Master Cycle,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,10,9,8,14,12,10,12,15,10,8,9,11,26,true
Mario/Ludwig/Mii (medium),Standard Bike/Flame Rider/Wild Wiggler/W 25 Silver Arrow,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,10,12,10,13,13,12,13,13,15,12,10,12,11,25,false
Mario/Ludwig/Mii (medium),Standard Bike/Flame Rider/Wild Wiggler/W 25 Silver Arrow,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,13,10,13,14,11,13,14,14,12,10,12,12,25,false
Mario/Ludwig/Mii (medium),Standard Bike/Flame Rider/Wild Wiggler/W 25 Silver Arrow,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,12,11,12,13,12,12,14,15,12,11,11,11,25,false
Mario/Ludwig/Mii (medium),Standard Bike/Flame Rider/Wild Wiggler/W 25 Silver Arrow,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,13,11,12,14,11,12,14,14,12,11,11,12,25,false
Mario/Ludwig/Mii (medium),Standard Bike/Flame Rider/Wild Wiggler/W 25 Silver Arrow,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,12,10,11,15,12,12,12,13,13,9,8,9,9,24,false
Mario/Ludwig/Mii (medium),Standard Bike/Flame Rider/Wild Wiggler/W 25 Silver Arrow,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,11,11,15,13,11,12,14,12,9,8,9,10,24,false
Mario/Ludwig/Mii (medium),Standard Bike/Flame Rider/Wild Wiggler/W 25 Silver Arrow,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,10,12,14,12,12,11,14,13,9,9,8,9,24,false
